domain_name,instance_id,difficulty_label,instance_source,algorithm_name,success,memory_limit_reached,node_limit_reached,stack_exhausted,runtime_seconds,peak_memory_mb,nodes_expanded,nodes_generated,solution_cost,solution_depth,known_optimal_depth,optimality_gap_vs_astar,optimality_gap_vs_known_optimal
n_puzzle,amit15_d35,amit_depth_35,amit,ilbfs,True,False,False,False,218.78627454000525,177.98828125,2597632,4983032,35.0,35.0,35.0,0.0,0.0
n_puzzle,amit15_d35,amit_depth_35,amit,rbfs,True,False,False,False,2.956084933000966,198.78515625,52223,100719,35.0,35.0,35.0,0.0,0.0
n_puzzle,amit15_d35,amit_depth_35,amit,mp-rbfs-best_first,True,False,False,False,0.7735055289958837,211.58203125,17657,34502,35.0,35.0,35.0,0.0,0.0
n_puzzle,amit15_d35,amit_depth_35,amit,mp-rbfs-round_robin,True,False,False,False,0.6127166430014768,211.77734375,12004,23736,39.0,39.0,35.0,4.0,4.0
n_puzzle,amit15_d35,amit_depth_35,amit,mp-rbfs-proportional,True,False,False,False,0.5400489509993349,199.90625,12347,24357,39.0,39.0,35.0,4.0,4.0
n_puzzle,amit16_d36,amit_depth_36,amit,astar,True,False,False,False,2.5241888309974456,200.6875,58806,114284,36.0,36.0,36.0,0.0,0.0
n_puzzle,amit16_d36,amit_depth_36,amit,ilbfs,False,False,True,False,218.05371653299517,199.703125,2539989,5000001,,,36.0,,
n_puzzle,amit16_d36,amit_depth_36,amit,rbfs,True,False,False,False,5.828168780004489,274.37890625,100647,191491,36.0,36.0,36.0,0.0,0.0
n_puzzle,amit16_d36,amit_depth_36,amit,mp-rbfs-best_first,True,False,False,False,3.0641982590022963,249.5859375,59649,115451,36.0,36.0,36.0,0.0,0.0
n_puzzle,amit16_d36,amit_depth_36,amit,mp-rbfs-round_robin,True,False,False,False,5.580111866001971,262.5390625,110792,214822,42.0,42.0,36.0,6.0,6.0
n_puzzle,amit16_d36,amit_depth_36,amit,mp-rbfs-proportional,True,False,False,False,5.7284760429974995,262.68359375,109176,211792,36.0,36.0,36.0,0.0,0.0
n_puzzle,amit17_d37,amit_depth_37,amit,astar,True,False,False,False,2.9900164370046696,230.6796875,68295,133485,37.0,37.0,37.0,0.0,0.0
n_puzzle,amit17_d37,amit_depth_37,amit,ilbfs,False,False,True,False,210.45679336600006,230.6796875,2336935,5000002,,,37.0,,
n_puzzle,amit17_d37,amit_depth_37,amit,rbfs,True,False,False,False,3.6785852140019415,230.6796875,67977,130751,37.0,37.0,37.0,0.0,0.0
n_puzzle,amit17_d37,amit_depth_37,amit,mp-rbfs-best_first,True,False,False,False,3.2834113290009554,216.8359375,63893,124430,37.0,37.0,37.0,0.0,0.0
n_puzzle,amit17_d37,amit_depth_37,amit,mp-rbfs-round_robin,True,False,False,False,1.3524726500036195,208.71875,31109,61595,39.0,39.0,37.0,2.0,2.0
n_puzzle,amit17_d37,amit_depth_37,amit,mp-rbfs-proportional,True,False,False,False,1.6403744999988703,208.71875,32783,64831,39.0,39.0,37.0,2.0,2.0
n_puzzle,amit18_d38,amit_depth_38,amit,astar,True,False,False,False,7.6003409219993046,322.9609375,180232,342242,38.0,38.0,38.0,0.0,0.0
n_puzzle,amit18_d38,amit_depth_38,amit,ilbfs,False,False,True,False,216.35760814700188,250.52734375,2443227,5000003,,,38.0,,
n_puzzle,amit18_d38,amit_depth_38,amit,rbfs,True,False,False,False,15.475868654997612,553.69921875,267506,499129,38.0,38.0,38.0,0.0,0.0
n_puzzle,amit18_d38,amit_depth_38,amit,mp-rbfs-best_first,True,False,False,False,9.475243588996818,503.21875,180964,342862,38.0,38.0,38.0,0.0,0.0
n_puzzle,amit18_d38,amit_depth_38,amit,mp-rbfs-round_robin,True,False,False,False,10.875096739000583,440.375,207999,397084,40.0,40.0,38.0,2.0,2.0
n_puzzle,amit18_d38,amit_depth_38,amit,mp-rbfs-proportional,True,False,False,False,10.832559645998117,408.5703125,201526,384660,40.0,40.0,38.0,2.0,2.0
n_puzzle,amit19_d39,amit_depth_39,amit,astar,True,False,False,False,3.4612460370044573,376.56640625,81213,153127,39.0,39.0,39.0,0.0,0.0
n_puzzle,amit19_d39,amit_depth_39,amit,ilbfs,False,False,True,False,223.0535066490047,376.56640625,2486646,5000002,,,39.0,,
n_puzzle,amit19_d39,amit_depth_39,amit,rbfs,True,False,False,False,5.432432231005805,376.56640625,98917,181795,39.0,39.0,39.0,0.0,0.0
n_puzzle,amit19_d39,amit_depth_39,amit,mp-rbfs-best_first,True,False,False,False,4.154761796999082,323.48828125,81765,153888,39.0,39.0,39.0,0.0,0.0
n_puzzle,amit19_d39,amit_depth_39,amit,mp-rbfs-round_robin,True,False,False,False,4.599862547001976,304.97265625,92501,176929,45.0,45.0,39.0,6.0,6.0
n_puzzle,amit19_d39,amit_depth_39,amit,mp-rbfs-proportional,True,False,False,False,3.5565772209956776,304.97265625,69763,133705,45.0,45.0,39.0,6.0,6.0
n_puzzle,amit20_d40,amit_depth_40,amit,astar,True,False,False,False,2.3464985250029713,304.9765625,54826,105515,40.0,40.0,40.0,0.0,0.0
n_puzzle,amit20_d40,amit_depth_40,amit,ilbfs,False,False,True,False,215.62390172199957,304.9765625,2483897,5000001,,,40.0,,
n_puzzle,amit20_d40,amit_depth_40,amit,rbfs,True,False,False,False,7.475705281998671,380.234375,131035,245968,40.0,40.0,40.0,0.0,0.0
n_puzzle,amit20_d40,amit_depth_40,amit,mp-rbfs-best_first,True,False,False,False,3.785479967002175,360.6171875,73007,139988,40.0,40.0,40.0,0.0,0.0
