domain_name,instance_id,difficulty_label,instance_source,algorithm_name,success,memory_limit_reached,node_limit_reached,stack_exhausted,runtime_seconds,peak_memory_mb,nodes_expanded,nodes_generated,solution_cost,solution_depth,known_optimal_depth,optimality_gap_vs_astar,optimality_gap_vs_known_optimal
n_puzzle,amit1_d21,amit_depth_21,amit,astar,True,False,False,False,0.003777630627155304,18.703125,102,201,21.0,21.0,21.0,0.0,0.0
n_puzzle,amit1_d21,amit_depth_21,amit,ilbfs,True,False,False,False,0.04835386574268341,18.8671875,393,841,21.0,21.0,21.0,0.0,0.0
n_puzzle,amit1_d21,amit_depth_21,amit,rbfs,True,False,False,False,0.007212161086499691,18.9453125,179,349,21.0,21.0,21.0,0.0,0.0
n_puzzle,amit2_d22,amit_depth_22,amit,astar,True,False,False,False,0.013536287471652031,19.359375,338,705,22.0,22.0,22.0,0.0,0.0
n_puzzle,amit2_d22,amit_depth_22,amit,ilbfs,True,False,False,False,0.0799077469855547,19.58203125,1094,2308,22.0,22.0,22.0,0.0,0.0
n_puzzle,amit2_d22,amit_depth_22,amit,rbfs,True,False,False,False,0.020810803398489952,19.76953125,482,993,22.0,22.0,22.0,0.0,0.0
n_puzzle,amit3_d23,amit_depth_23,amit,astar,True,False,False,False,0.03560594283044338,20.6171875,930,1914,23.0,23.0,23.0,0.0,0.0
n_puzzle,amit3_d23,amit_depth_23,amit,ilbfs,True,False,False,False,5.318603616207838,20.84375,63564,136277,23.0,23.0,23.0,0.0,0.0
n_puzzle,amit3_d23,amit_depth_23,amit,rbfs,True,False,False,False,0.04863844532519579,21.59375,1084,2192,23.0,23.0,23.0,0.0,0.0
n_puzzle,amit4_d24,amit_depth_24,amit,astar,True,False,False,False,0.11760478653013706,24.2109375,2197,4460,24.0,24.0,24.0,0.0,0.0
n_puzzle,amit4_d24,amit_depth_24,amit,ilbfs,True,False,False,False,0.2672603987157345,23.83984375,3390,7272,24.0,24.0,24.0,0.0,0.0
n_puzzle,amit4_d24,amit_depth_24,amit,rbfs,True,False,False,False,0.05632815323770046,24.0703125,1331,2678,24.0,24.0,24.0,0.0,0.0
n_puzzle,amit5_d25,amit_depth_25,amit,astar,True,False,False,False,0.010600640438497066,24.125,299,628,25.0,25.0,25.0,0.0,0.0
n_puzzle,amit5_d25,amit_depth_25,amit,ilbfs,True,False,False,False,0.17085251864045858,24.14453125,2191,4659,25.0,25.0,25.0,0.0,0.0
n_puzzle,amit5_d25,amit_depth_25,amit,rbfs,True,False,False,False,0.043341572396457195,24.29296875,964,1973,25.0,25.0,25.0,0.0,0.0
